i,j,x,sampno
219,11,1,1
222,11,1,1
227,11,1,1
240,11,1,1
247,11,1,1
9,12,1,1
10,12,1,1
11,12,1,1
12,12,1,1
17,12,1,1
20,12,1,1
27,12,1,1
53,12,1,1
55,12,1,1
58,12,1,1
67,12,1,1
82,12,1,1
86,12,1,1
101,12,1,1
112,12,1,1
114,12,1,1
117,12,1,1
133,12,1,1
136,12,1,1
146,12,1,1
152,12,1,1
153,12,1,1
160,12,1,1
163,12,1,1
166,12,1,1
170,12,1,1
173,12,1,1
179,12,1,1
182,12,1,1
183,12,1,1
184,12,1,1
192,12,1,1
193,12,1,1
196,12,1,1
208,12,1,1
211,12,1,1
212,12,1,1
213,12,1,1
214,12,1,1
226,12,1,1
236,12,1,1
244,12,1,1
247,12,1,1
248,12,1,1
6,13,1,1
11,13,1,1
20,13,1,1
52,13,1,1
57,13,1,1
60,13,1,1
80,13,1,1
88,13,1,1
96,13,1,1
114,13,1,1
116,13,1,1
123,13,1,1
176,13,1,1
179,13,1,1
190,13,1,1
199,13,1,1
200,13,1,1
244,13,1,1
250,13,1,1
1,7,1,501
3,7,1,501
6,7,1,501
7,7,1,501
13,7,1,501
14,7,1,501
16,7,1,501
23,7,1,501
32,7,1,501
34,7,1,501
36,7,1,501
41,7,1,501
46,7,1,501
49,7,1,501
58,7,1,501
60,7,1,501
63,7,1,501
65,7,1,501
68,7,1,501
69,7,1,501
73,7,1,501
74,7,1,501
76,7,1,501
81,7,1,501
84,7,1,501
95,7,1,501
98,7,1,501
99,7,1,501
100,7,1,501
101,7,1,501
103,7,1,501
106,7,1,501
114,7,1,501
116,7,1,501
126,7,1,501
129,7,1,501
135,7,1,501
136,7,1,501
137,7,1,501
140,7,1,501
142,7,1,501
143,7,1,501
147,7,1,501
149,7,1,501
151,7,1,501
152,7,1,501
153,7,1,501
158,7,1,501
160,7,1,501
162,7,1,501
171,7,1,501
175,7,1,501
177,7,1,501
179,7,1,501
181,7,1,501
183,7,1,501
189,7,1,501
194,7,1,501
198,7,1,501
200,7,1,501
201,7,1,501
206,7,1,501
207,7,1,501
216,7,1,501
218,7,1,501
228,7,1,501
229,7,1,501
232,7,1,501
233,7,1,501
244,7,1,501
162,8,1,501
1,10,1,501
3,10,1,501
4,10,1,501
5,10,1,501
6,10,1,501
10,10,1,501
12,10,1,501
17,10,1,501
18,10,1,501
22,10,1,501
24,10,1,501
26,10,1,501
27,10,1,501
31,10,1,501
35,10,1,501
37,10,1,501
38,10,1,501
40,10,1,501
41,10,1,501
43,10,1,501
46,10,1,501
47,10,1,501
48,10,1,501
51,10,1,501
53,10,1,501
57,10,1,501
63,10,1,501
73,10,1,501
74,10,1,501
75,10,1,501
76,10,1,501
81,10,1,501
83,10,1,501
84,10,1,501
85,10,1,501
87,10,1,501
89,10,1,501
90,10,1,501
91,10,1,501
93,10,1,501
99,10,1,501
100,10,1,501
101,10,1,501
104,10,1,501
105,10,1,501
108,10,1,501
109,10,1,501
116,10,1,501
118,10,1,501
119,10,1,501
121,10,1,501
125,10,1,501
126,10,1,501
127,10,1,501
128,10,1,501
129,10,1,501
130,10,1,501
132,10,1,501
133,10,1,501
134,10,1,501
135,10,1,501
136,10,1,501
137,10,1,501
138,10,1,501
139,10,1,501
140,10,1,501
141,10,1,501
147,10,1,501
148,10,1,501
153,10,1,501
154,10,1,501
158,10,1,501
160,10,1,501
162,10,1,501
163,10,1,501
167,10,1,501
168,10,1,501
170,10,1,501
171,10,1,501
175,10,1,501
177,10,1,501
181,10,1,501
182,10,1,501
185,10,1,501
189,10,1,501
194,10,1,501
197,10,1,501
198,10,1,501
201,10,1,501
202,10,1,501
204,10,1,501
205,10,1,501
206,10,1,501
207,10,1,501
209,10,1,501
211,10,1,501
215,10,1,501
216,10,1,501
217,10,1,501
218,10,1,501
219,10,1,501
222,10,1,501
224,10,1,501
229,10,1,501
232,10,1,501
233,10,1,501
248,10,1,501
29,11,1,501
101,11,1,501
205,11,1,501
208,11,1,501
222,11,1,501
224,11,1,501
6,12,1,501
11,12,1,501
16,12,1,501
19,12,1,501
27,12,1,501
29,12,1,501
33,12,1,501
38,12,1,501
40,12,1,501
43,12,1,501
54,12,1,501
55,12,1,501
58,12,1,501
64,12,1,501
65,12,1,501
71,12,1,501
79,12,1,501
81,12,1,501
87,12,1,501
109,12,1,501
111,12,1,501
112,12,1,501
113,12,1,501
114,12,1,501
115,12,1,501
120,12,1,501
122,12,1,501
131,12,1,501
136,12,1,501
146,12,1,501
152,12,1,501
153,12,1,501
160,12,1,501
163,12,1,501
169,12,1,501
179,12,1,501
191,12,1,501
192,12,1,501
199,12,1,501
200,12,1,501
205,12,1,501
209,12,1,501
211,12,1,501
213,12,1,501
221,12,1,501
225,12,1,501
226,12,1,501
230,12,1,501
237,12,1,501
239,12,1,501
245,12,1,501
247,12,1,501
20,13,1,501
27,13,1,501
30,13,1,501
39,13,1,501
56,13,1,501
57,13,1,501
60,13,1,501
79,13,1,501
96,13,1,501
107,13,1,501
112,13,1,501
120,13,1,501
122,13,1,501
133,13,1,501
153,13,1,501
163,13,1,501
176,13,1,501
183,13,1,501
190,13,1,501
200,13,1,501
203,13,1,501
212,13,1,501
219,13,1,501
231,13,1,501
250,13,1,501
162,5,1,1001
81,6,1,1001
99,6,1,1001
1,7,1,1001
3,7,1,1001
6,7,1,1001
10,7,1,1001
13,7,1,1001
14,7,1,1001
23,7,1,1001
25,7,1,1001
29,7,1,1001
34,7,1,1001
36,7,1,1001
40,7,1,1001
41,7,1,1001
43,7,1,1001
46,7,1,1001
51,7,1,1001
58,7,1,1001
60,7,1,1001
64,7,1,1001
65,7,1,1001
69,7,1,1001
73,7,1,1001
74,7,1,1001
81,7,1,1001
84,7,1,1001
85,7,1,1001
89,7,1,1001
94,7,1,1001
98,7,1,1001
99,7,1,1001
100,7,1,1001
106,7,1,1001
112,7,1,1001
114,7,1,1001
115,7,1,1001
116,7,1,1001
126,7,1,1001
135,7,1,1001
136,7,1,1001
137,7,1,1001
141,7,1,1001
149,7,1,1001
153,7,1,1001
155,7,1,1001
162,7,1,1001
164,7,1,1001
171,7,1,1001
175,7,1,1001
177,7,1,1001
178,7,1,1001
181,7,1,1001
183,7,1,1001
189,7,1,1001
198,7,1,1001
200,7,1,1001
201,7,1,1001
207,7,1,1001
215,7,1,1001
216,7,1,1001
218,7,1,1001
224,7,1,1001
228,7,1,1001
232,7,1,1001
244,7,1,1001
3,9,1,1001
41,9,1,1001
65,9,1,1001
90,9,1,1001
99,9,1,1001
118,9,1,1001
119,9,1,1001
215,9,1,1001
217,9,1,1001
223,9,1,1001
1,10,1,1001
3,10,1,1001
4,10,1,1001
10,10,1,1001
21,10,1,1001
22,10,1,1001
23,10,1,1001
24,10,1,1001
25,10,1,1001
27,10,1,1001
29,10,1,1001
32,10,1,1001
35,10,1,1001
36,10,1,1001
40,10,1,1001
41,10,1,1001
42,10,1,1001
43,10,1,1001
47,10,1,1001
48,10,1,1001
49,10,1,1001
53,10,1,1001
55,10,1,1001
60,10,1,1001
62,10,1,1001
64,10,1,1001
65,10,1,1001
74,10,1,1001
75,10,1,1001
77,10,1,1001
78,10,1,1001
81,10,1,1001
84,10,1,1001
89,10,1,1001
101,10,1,1001
103,10,1,1001
104,10,1,1001
105,10,1,1001
106,10,1,1001
108,10,1,1001
114,10,1,1001
117,10,1,1001
121,10,1,1001
125,10,1,1001
127,10,1,1001
129,10,1,1001
132,10,1,1001
133,10,1,1001
138,10,1,1001
140,10,1,1001
141,10,1,1001
142,10,1,1001
144,10,1,1001
145,10,1,1001
147,10,1,1001
149,10,1,1001
160,10,1,1001
162,10,1,1001
163,10,1,1001
168,10,1,1001
170,10,1,1001
179,10,1,1001
180,10,1,1001
181,10,1,1001
183,10,1,1001
185,10,1,1001
187,10,1,1001
188,10,1,1001
190,10,1,1001
191,10,1,1001
194,10,1,1001
197,10,1,1001
198,10,1,1001
202,10,1,1001
205,10,1,1001
209,10,1,1001
211,10,1,1001
218,10,1,1001
219,10,1,1001
222,10,1,1001
227,10,1,1001
229,10,1,1001
232,10,1,1001
237,10,1,1001
247,10,1,1001
1,11,1,1001
62,11,1,1001
109,11,1,1001
111,11,1,1001
112,11,1,1001
170,11,1,1001
172,11,1,1001
179,11,1,1001
180,11,1,1001
212,11,1,1001
16,12,1,1001
17,12,1,1001
20,12,1,1001
27,12,1,1001
30,12,1,1001
38,12,1,1001
57,12,1,1001
58,12,1,1001
64,12,1,1001
79,12,1,1001
81,12,1,1001
82,12,1,1001
96,12,1,1001
101,12,1,1001
115,12,1,1001
116,12,1,1001
124,12,1,1001
135,12,1,1001
136,12,1,1001
160,12,1,1001
171,12,1,1001
181,12,1,1001
191,12,1,1001
192,12,1,1001
200,12,1,1001
205,12,1,1001
208,12,1,1001
211,12,1,1001
225,12,1,1001
226,12,1,1001
231,12,1,1001
237,12,1,1001
239,12,1,1001
245,12,1,1001
247,12,1,1001
6,13,1,1001
11,13,1,1001
17,13,1,1001
27,13,1,1001
30,13,1,1001
33,13,1,1001
38,13,1,1001
56,13,1,1001
70,13,1,1001
79,13,1,1001
86,13,1,1001
96,13,1,1001
98,13,1,1001
109,13,1,1001
112,13,1,1001
114,13,1,1001
116,13,1,1001
130,13,1,1001
143,13,1,1001
147,13,1,1001
153,13,1,1001
163,13,1,1001
176,13,1,1001
200,13,1,1001
203,13,1,1001
208,13,1,1001
209,13,1,1001
212,13,1,1001
219,13,1,1001
231,13,1,1001
238,13,1,1001
239,13,1,1001
244,13,1,1001
250,13,1,1001
85,6,1,1501
179,6,1,1501
207,6,1,1501
1,7,1,1501
5,7,1,1501
6,7,1,1501
10,7,1,1501
13,7,1,1501
23,7,1,1501
29,7,1,1501
34,7,1,1501
36,7,1,1501
40,7,1,1501
41,7,1,1501
44,7,1,1501
51,7,1,1501
60,7,1,1501
64,7,1,1501
65,7,1,1501
69,7,1,1501
74,7,1,1501
75,7,1,1501
81,7,1,1501
84,7,1,1501
89,7,1,1501
95,7,1,1501
98,7,1,1501
99,7,1,1501
100,7,1,1501
103,7,1,1501
106,7,1,1501
114,7,1,1501
116,7,1,1501
135,7,1,1501
136,7,1,1501
137,7,1,1501
141,7,1,1501
142,7,1,1501
152,7,1,1501
153,7,1,1501
155,7,1,1501
158,7,1,1501
162,7,1,1501
175,7,1,1501
177,7,1,1501
183,7,1,1501
201,7,1,1501
207,7,1,1501
216,7,1,1501
218,7,1,1501
224,7,1,1501
228,7,1,1501
229,7,1,1501
232,7,1,1501
233,7,1,1501
247,7,1,1501
69,8,1,1501
89,8,1,1501
100,8,1,1501
189,8,1,1501
3,10,1,1501
4,10,1,1501
5,10,1,1501
12,10,1,1501
13,10,1,1501
15,10,1,1501
22,10,1,1501
23,10,1,1501
24,10,1,1501
27,10,1,1501
31,10,1,1501
38,10,1,1501
40,10,1,1501
43,10,1,1501
44,10,1,1501
45,10,1,1501
47,10,1,1501
49,10,1,1501
53,10,1,1501
55,10,1,1501
57,10,1,1501
58,10,1,1501
60,10,1,1501
62,10,1,1501
63,10,1,1501
65,10,1,1501
68,10,1,1501
72,10,1,1501
73,10,1,1501
74,10,1,1501
76,10,1,1501
78,10,1,1501
84,10,1,1501
87,10,1,1501
99,10,1,1501
101,10,1,1501
103,10,1,1501
104,10,1,1501
108,10,1,1501
115,10,1,1501
118,10,1,1501
119,10,1,1501
121,10,1,1501
125,10,1,1501
127,10,1,1501
128,10,1,1501
132,10,1,1501
133,10,1,1501
134,10,1,1501
136,10,1,1501
137,10,1,1501
145,10,1,1501
148,10,1,1501
153,10,1,1501
154,10,1,1501
156,10,1,1501
158,10,1,1501
159,10,1,1501
160,10,1,1501
162,10,1,1501
163,10,1,1501
170,10,1,1501
171,10,1,1501
175,10,1,1501
177,10,1,1501
180,10,1,1501
181,10,1,1501
182,10,1,1501
183,10,1,1501
187,10,1,1501
191,10,1,1501
194,10,1,1501
197,10,1,1501
199,10,1,1501
200,10,1,1501
201,10,1,1501
202,10,1,1501
205,10,1,1501
206,10,1,1501
211,10,1,1501
214,10,1,1501
215,10,1,1501
216,10,1,1501
217,10,1,1501
218,10,1,1501
219,10,1,1501
222,10,1,1501
225,10,1,1501
226,10,1,1501
229,10,1,1501
232,10,1,1501
237,10,1,1501
247,10,1,1501
11,12,1,1501
55,12,1,1501
57,12,1,1501
60,12,1,1501
64,12,1,1501
71,12,1,1501
81,12,1,1501
96,12,1,1501
101,12,1,1501
103,12,1,1501
109,12,1,1501
113,12,1,1501
114,12,1,1501
116,12,1,1501
124,12,1,1501
129,12,1,1501
133,12,1,1501
136,12,1,1501
143,12,1,1501
160,12,1,1501
172,12,1,1501
181,12,1,1501
190,12,1,1501
193,12,1,1501
205,12,1,1501
221,12,1,1501
222,12,1,1501
226,12,1,1501
227,12,1,1501
231,12,1,1501
237,12,1,1501
244,12,1,1501
7,13,1,1501
11,13,1,1501
30,13,1,1501
33,13,1,1501
39,13,1,1501
57,13,1,1501
70,13,1,1501
79,13,1,1501
80,13,1,1501
81,13,1,1501
88,13,1,1501
109,13,1,1501
114,13,1,1501
120,13,1,1501
135,13,1,1501
136,13,1,1501
147,13,1,1501
153,13,1,1501
163,13,1,1501
166,13,1,1501
173,13,1,1501
176,13,1,1501
179,13,1,1501
193,13,1,1501
200,13,1,1501
203,13,1,1501
219,13,1,1501
222,13,1,1501
250,13,1,1501
175,4,1,2001
1,7,1,2001
3,7,1,2001
5,7,1,2001
6,7,1,2001
13,7,1,2001
23,7,1,2001
25,7,1,2001
29,7,1,2001
32,7,1,2001
34,7,1,2001
36,7,1,2001
41,7,1,2001
43,7,1,2001
44,7,1,2001
49,7,1,2001
51,7,1,2001
57,7,1,2001
58,7,1,2001
60,7,1,2001
65,7,1,2001
69,7,1,2001
73,7,1,2001
74,7,1,2001
75,7,1,2001
76,7,1,2001
81,7,1,2001
84,7,1,2001
85,7,1,2001
89,7,1,2001
95,7,1,2001
98,7,1,2001
99,7,1,2001
100,7,1,2001
101,7,1,2001
106,7,1,2001
112,7,1,2001
114,7,1,2001
115,7,1,2001
116,7,1,2001
126,7,1,2001
128,7,1,2001
129,7,1,2001
133,7,1,2001
135,7,1,2001
136,7,1,2001
137,7,1,2001
141,7,1,2001
143,7,1,2001
147,7,1,2001
149,7,1,2001
151,7,1,2001
153,7,1,2001
155,7,1,2001
158,7,1,2001
160,7,1,2001
162,7,1,2001
164,7,1,2001
177,7,1,2001
179,7,1,2001
181,7,1,2001
183,7,1,2001
189,7,1,2001
194,7,1,2001
200,7,1,2001
201,7,1,2001
206,7,1,2001
207,7,1,2001
215,7,1,2001
216,7,1,2001
218,7,1,2001
224,7,1,2001
228,7,1,2001
229,7,1,2001
232,7,1,2001
233,7,1,2001
244,7,1,2001
134,9,1,2001
1,10,1,2001
3,10,1,2001
4,10,1,2001
10,10,1,2001
12,10,1,2001
13,10,1,2001
15,10,1,2001
17,10,1,2001
18,10,1,2001
22,10,1,2001
24,10,1,2001
27,10,1,2001
30,10,1,2001
31,10,1,2001
32,10,1,2001
34,10,1,2001
35,10,1,2001
36,10,1,2001
38,10,1,2001
40,10,1,2001
41,10,1,2001
42,10,1,2001
43,10,1,2001
46,10,1,2001
48,10,1,2001
49,10,1,2001
53,10,1,2001
55,10,1,2001
60,10,1,2001
63,10,1,2001
64,10,1,2001
65,10,1,2001
68,10,1,2001
69,10,1,2001
73,10,1,2001
74,10,1,2001
77,10,1,2001
87,10,1,2001
90,10,1,2001
93,10,1,2001
95,10,1,2001
99,10,1,2001
100,10,1,2001
108,10,1,2001
109,10,1,2001
110,10,1,2001
114,10,1,2001
115,10,1,2001
116,10,1,2001
117,10,1,2001
118,10,1,2001
121,10,1,2001
125,10,1,2001
132,10,1,2001
133,10,1,2001
136,10,1,2001
137,10,1,2001
139,10,1,2001
141,10,1,2001
145,10,1,2001
147,10,1,2001
153,10,1,2001
155,10,1,2001
159,10,1,2001
160,10,1,2001
162,10,1,2001
163,10,1,2001
167,10,1,2001
170,10,1,2001
174,10,1,2001
175,10,1,2001
177,10,1,2001
179,10,1,2001
180,10,1,2001
181,10,1,2001
182,10,1,2001
183,10,1,2001
185,10,1,2001
191,10,1,2001
194,10,1,2001
201,10,1,2001
204,10,1,2001
205,10,1,2001
207,10,1,2001
209,10,1,2001
211,10,1,2001
216,10,1,2001
218,10,1,2001
219,10,1,2001
224,10,1,2001
227,10,1,2001
229,10,1,2001
237,10,1,2001
243,10,1,2001
246,10,1,2001
247,10,1,2001
19,12,1,2001
40,12,1,2001
55,12,1,2001
56,12,1,2001
57,12,1,2001
79,12,1,2001
87,12,1,2001
96,12,1,2001
101,12,1,2001
103,12,1,2001
111,12,1,2001
113,12,1,2001
115,12,1,2001
124,12,1,2001
135,12,1,2001
136,12,1,2001
146,12,1,2001
153,12,1,2001
163,12,1,2001
169,12,1,2001
171,12,1,2001
173,12,1,2001
176,12,1,2001
189,12,1,2001
193,12,1,2001
200,12,1,2001
205,12,1,2001
208,12,1,2001
209,12,1,2001
211,12,1,2001
212,12,1,2001
215,12,1,2001
220,12,1,2001
222,12,1,2001
226,12,1,2001
231,12,1,2001
247,12,1,2001
250,12,1,2001
27,13,1,2001
33,13,1,2001
56,13,1,2001
64,13,1,2001
79,13,1,2001
80,13,1,2001
81,13,1,2001
109,13,1,2001
166,13,1,2001
190,13,1,2001
208,13,1,2001
212,13,1,2001
219,13,1,2001
222,13,1,2001
250,13,1,2001
40,4,1,2501
73,4,1,2501
85,4,1,2501
153,4,1,2501
158,4,1,2501
175,4,1,2501
183,4,1,2501
189,4,1,2501
60,5,1,2501
128,5,1,2501
147,5,1,2501
175,5,1,2501
14,6,1,2501
216,6,1,2501
1,7,1,2501
3,7,1,2501
5,7,1,2501
6,7,1,2501
7,7,1,2501
10,7,1,2501
13,7,1,2501
14,7,1,2501
16,7,1,2501
23,7,1,2501
25,7,1,2501
32,7,1,2501
34,7,1,2501
36,7,1,2501
40,7,1,2501
41,7,1,2501
43,7,1,2501
44,7,1,2501
46,7,1,2501
49,7,1,2501
51,7,1,2501
57,7,1,2501
58,7,1,2501
60,7,1,2501
64,7,1,2501
65,7,1,2501
69,7,1,2501
73,7,1,2501
74,7,1,2501
75,7,1,2501
76,7,1,2501
81,7,1,2501
84,7,1,2501
85,7,1,2501
89,7,1,2501
95,7,1,2501
98,7,1,2501
99,7,1,2501
100,7,1,2501
101,7,1,2501
103,7,1,2501
105,7,1,2501
106,7,1,2501
109,7,1,2501
112,7,1,2501
114,7,1,2501
116,7,1,2501
126,7,1,2501
128,7,1,2501
129,7,1,2501
133,7,1,2501
135,7,1,2501
136,7,1,2501
137,7,1,2501
141,7,1,2501
142,7,1,2501
143,7,1,2501
144,7,1,2501
147,7,1,2501
149,7,1,2501
151,7,1,2501
152,7,1,2501
153,7,1,2501
158,7,1,2501
160,7,1,2501
162,7,1,2501
164,7,1,2501
171,7,1,2501
175,7,1,2501
177,7,1,2501
178,7,1,2501
179,7,1,2501
181,7,1,2501
182,7,1,2501
183,7,1,2501
189,7,1,2501
200,7,1,2501
201,7,1,2501
206,7,1,2501
207,7,1,2501
214,7,1,2501
215,7,1,2501
216,7,1,2501
224,7,1,2501
228,7,1,2501
229,7,1,2501
232,7,1,2501
233,7,1,2501
244,7,1,2501
247,7,1,2501
158,8,1,2501
3,9,1,2501
6,9,1,2501
23,9,1,2501
31,9,1,2501
35,9,1,2501
39,9,1,2501
64,9,1,2501
72,9,1,2501
84,9,1,2501
89,9,1,2501
110,9,1,2501
116,9,1,2501
118,9,1,2501
132,9,1,2501
135,9,1,2501
137,9,1,2501
138,9,1,2501
156,9,1,2501
160,9,1,2501
175,9,1,2501
177,9,1,2501
194,9,1,2501
197,9,1,2501
201,9,1,2501
206,9,1,2501
207,9,1,2501
209,9,1,2501
216,9,1,2501
218,9,1,2501
244,9,1,2501
4,10,1,2501
5,10,1,2501
23,10,1,2501
37,10,1,2501
46,10,1,2501
65,10,1,2501
87,10,1,2501
108,10,1,2501
115,10,1,2501
119,10,1,2501
125,10,1,2501
126,10,1,2501
127,10,1,2501
133,10,1,2501
145,10,1,2501
162,10,1,2501
168,10,1,2501
181,10,1,2501
185,10,1,2501
204,10,1,2501
205,10,1,2501
219,10,1,2501
225,10,1,2501
22,11,1,2501
23,11,1,2501
27,11,1,2501
38,11,1,2501
53,11,1,2501
58,11,1,2501
71,11,1,2501
87,11,1,2501
110,11,1,2501
121,11,1,2501
136,11,1,2501
170,11,1,2501
171,11,1,2501
177,11,1,2501
191,11,1,2501
197,11,1,2501
202,11,1,2501
203,11,1,2501
205,11,1,2501
209,11,1,2501
211,11,1,2501
222,11,1,2501
224,11,1,2501
226,11,1,2501
227,11,1,2501
237,11,1,2501
6,12,1,2501
7,12,1,2501
10,12,1,2501
16,12,1,2501
53,12,1,2501
55,12,1,2501
56,12,1,2501
57,12,1,2501
58,12,1,2501
70,12,1,2501
79,12,1,2501
95,12,1,2501
103,12,1,2501
109,12,1,2501
113,12,1,2501
115,12,1,2501
117,12,1,2501
122,12,1,2501
124,12,1,2501
153,12,1,2501
193,12,1,2501
195,12,1,2501
199,12,1,2501
200,12,1,2501
205,12,1,2501
219,12,1,2501
222,12,1,2501
230,12,1,2501
231,12,1,2501
237,12,1,2501
250,12,1,2501
17,13,1,2501
20,13,1,2501
29,13,1,2501
33,13,1,2501
56,13,1,2501
57,13,1,2501
81,13,1,2501
112,13,1,2501
116,13,1,2501
135,13,1,2501
147,13,1,2501
163,13,1,2501
209,13,1,2501
212,13,1,2501
219,13,1,2501
222,13,1,2501
228,13,1,2501
239,13,1,2501
1,5,1,3001
5,5,1,3001
103,5,1,3001
179,5,1,3001
207,5,1,3001
1,6,1,3001
3,6,1,3001
7,6,1,3001
40,6,1,3001
49,6,1,3001
68,6,1,3001
81,6,1,3001
112,6,1,3001
128,6,1,3001
137,6,1,3001
142,6,1,3001
147,6,1,3001
164,6,1,3001
175,6,1,3001
177,6,1,3001
179,6,1,3001
189,6,1,3001
207,6,1,3001
215,6,1,3001
228,6,1,3001
232,6,1,3001
13,7,1,3001
14,7,1,3001
23,7,1,3001
32,7,1,3001
36,7,1,3001
40,7,1,3001
41,7,1,3001
44,7,1,3001
46,7,1,3001
57,7,1,3001
58,7,1,3001
60,7,1,3001
63,7,1,3001
64,7,1,3001
68,7,1,3001
73,7,1,3001
74,7,1,3001
76,7,1,3001
81,7,1,3001
84,7,1,3001
89,7,1,3001
94,7,1,3001
95,7,1,3001
99,7,1,3001
100,7,1,3001
101,7,1,3001
106,7,1,3001
112,7,1,3001
114,7,1,3001
116,7,1,3001
133,7,1,3001
135,7,1,3001
137,7,1,3001
141,7,1,3001
149,7,1,3001
158,7,1,3001
160,7,1,3001
162,7,1,3001
164,7,1,3001
175,7,1,3001
181,7,1,3001
183,7,1,3001
194,7,1,3001
201,7,1,3001
206,7,1,3001
207,7,1,3001
216,7,1,3001
218,7,1,3001
229,7,1,3001
232,7,1,3001
244,7,1,3001
5,8,1,3001
32,8,1,3001
60,8,1,3001
74,8,1,3001
76,8,1,3001
85,8,1,3001
87,8,1,3001
118,8,1,3001
133,8,1,3001
135,8,1,3001
136,8,1,3001
137,8,1,3001
147,8,1,3001
164,8,1,3001
200,8,1,3001
201,8,1,3001
229,8,1,3001
4,10,1,3001
6,10,1,3001
14,10,1,3001
15,10,1,3001
17,10,1,3001
21,10,1,3001
22,10,1,3001
24,10,1,3001
27,10,1,3001
